"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"건물옆",1,,경기도 광명시 하안동 612-2,37.4601703,126.874935,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"광명2동 97-1대 인근",1,경기도 광명시 광명로941번길 3,경기도 광명시 광명2동 97-1,37.4829732,126.8553709,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"하안성당주변",1,,경기도 광명시 하안동 811-1,37.4568377,126.8786285,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"글라라의집주변",1,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.4601958,126.8709778,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"하안1동 468-4전 인근",1,,경기도 광명시 하안동 844,37.4570456,126.8597305,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
468-6번지 전 인근,1,,경기도 광명시 하안동 468-6,37.4567087,126.8605132,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"광명2동 103-9대 인근",1,경기도 광명시 광이로35번길 20,경기도 광명시 광명2동 103-9,37.4823109,126.8567504,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"대원주택뒷편",1,경기도 광명시 시청로101번길,경기도 광명시 철산동 132-3,37.4858123,126.8645036,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"성문빌라B동옆",1,경기도 광명시 광일로,경기도 광명시 철산동 68-0,37.4860068,126.8644173,1990,전용주,02-2680-6609,철산2동주민센터,2020-12-14
"광명3동 32-200대 인근",1,경기도 광명시 오름3길7,경기도 광명시 광명동 24-70,37.4807075,126.8616591,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명3동 24-78대 맞은편",1,경기도 광명시 오름길14,경기도 광명시 광명동 24-43,37.4803254,126.8615751,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명동 24-61대 인근",1,경기도 광명시 오름길,경기도 광명시 광명동 710-0,37.480411,126.8607993,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명3동 32-132대 인근",1,경기도 광명시 연꽃7길3,경기도 광명시 광명동 32-219,37.4783427,126.8619676,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명3동 145-8대 맞은편",1,경기도 광명시 행복길27,경기도 광명시 광명동 158-186,37.4812889,126.8536172,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명2동 140-1대 맞은편",1,경기도 광명시 광명초등길12,경기도 광명시 광명동 139-15,37.481313,126.8563306,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명3동 158-216대 맞은편",1,경기도 광명시 장미길12,경기도 광명시 광명동 158-182,37.4807997,126.8522195,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명동 기호운수 맞은편 목감천변",1,경기도 광명시 목감로,경기도 광명시 광명동 162-6,37.4819102,126.8483337,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명1동 77-40대 인근",1,경기도 광명시 연서일로,경기도 광명시 철산동 74-43,37.4854363,126.8626771,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"광명3동 506-1 인근",1,경기도 광명시 연서로17번길,경기도 광명시 철산동 506-1,37.4815376,126.8618419,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"철산2동 463-97잡 인근",1,경기도 광명시 오리로,경기도 광명시 철산동 221-1,37.4775658,126.8624767,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"광명3동 130-6대 인근",1,경기도 광명시 새롬2길8,경기도 광명시 광명동 158-962,37.4794687,126.8586744,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명3동 159-62대 맞은편",1,경기도 광명시 목감로1,경기도 광명시 광명동 159-64,37.481611,126.8482201,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"철산2동 33-116대 맞은편",1,경기도 광명시 정다운길8,경기도 광명시 광명동 33-30,37.4776535,126.8611945,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명1동 19-8 인근",1,경기도 광명시 사성로34번길 7-8,경기도 광명시 광명동 19-5,37.4855135,126.8616243,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 75-4 인근",1,,경기도 광명시 광명동 158-962,37.4837552,126.8620368,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 77-16 인근",1,경기도 광명시 광일로34번길 27,경기도 광명시 광명동 77-16,37.483485,126.862121,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 76-15 인근",1,경기도 광명시 광일로46번길 5-1,경기도 광명시 광명동 76-12,37.4847788,126.862131,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 76-15 인근",1,,경기도 광명시 광명동 76-16,37.4847491,126.8621401,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 73-15 인근",1,,경기도 광명시 광명동 72-18,37.4842905,126.8613529,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 11-69 인근",1,경기도 광명시 광복로4번안길 8,경기도 광명시 광명동 11-69,37.486791,126.8607807,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 11-108 인근",2,,경기도 광명시 광명동 12-61,37.4869187,126.859081,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 21-7 인근",1,,경기도 광명시 광명동 158-962,37.4850865,126.8609908,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명2동97-15",1,경기도 광명시 광명로941번길 5,경기도 광명시 광명2동97-15,37.4830181,126.8552068,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 79-7대 인근",1,경기도 광명시 명일로97번길 16,경기도 광명시 광명2동 79-7,37.4824602,126.8618459,1990,건축물,02-2680-6602,광명2동주민센터,2020-12-14
"광명1동 7-5 인근",2,,경기도 광명시 광명동 12-65,37.490499,126.8626599,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-18 인근",1,,경기도 광명시 광명동 11-64,37.4895864,126.8619944,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 70-9 인근",1,,경기도 광명시 광명동 78-38,37.4826051,126.8609173,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명동 85-12 앞 전주",1,경기도 광명시 명일로 49-12,경기도 광명시 광명동 85-12,37.4826082,126.8589489,2013,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명동 79-14 금강빌라 뒤편 주차장",1,경기도 광명시 명일로97번길 6,경기도 광명시 광명동 79-14,37.481686,126.8616585,2012,건축물,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동93-3",1,경기도 광명시 광명로 947,경기도 광명시 광명2동 93-3,37.4834434,126.855959,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 40-9대 인근",1,경기도 광명시 광일로 19,경기도 광명시 광명2동 40-9,37.4845724,126.8590006,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명1동 11-83 인근",2,,경기도 광명시 광명동 11-64,37.4864582,126.8612573,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-30 인근",1,,경기도 광명시 광명동 11-64,37.4889118,126.8614314,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-131 인근",1,,경기도 광명시 광명동 11-64,37.4886115,126.861181,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 9-45 인근",1,,경기도 광명시 광명동 11-64,37.4890694,126.8629079,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 75-8 인근",1,,경기도 광명시 광명동 158-962,37.483862,126.8616624,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 73-4 인근",1,,경기도 광명시 광명동 158-962,37.4842484,126.861613,,,02-2680-5004,광명1동주민센터,2020-12-14
"행운빌리지주변",1,,경기도 광명시 광명동 74-90,37.4844716,126.8629479,,,02-2680-5004,광명1동주민센터,2020-12-14
"원앙길상원빌라주변",1,,경기도 광명시 광명동 11-64,37.4899662,126.8631041,,,02-2680-5004,광명1동주민센터,2020-12-14
"우리집빌라주변",1,,경기도 광명시 광명동 11-64,37.4894797,126.8631672,,,02-2680-5004,광명1동주민센터,2020-12-14
"유진빌라옆",1,,경기도 광명시 광명동 11-64,37.4890899,126.8634777,,,02-2680-5004,광명1동주민센터,2020-12-14
"미성빌라옆",1,경기도 광명시 광복로37번길 8,경기도 광명시 광명동 9-41,37.4888687,126.8630451,,,02-2680-5004,광명1동주민센터,2020-12-14
"영아맨션앞",1,,경기도 광명시 광명동 11-64,37.4898045,126.8635782,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명2동 81-5대 인근",1,경기도 광명시 사성로34번길 50-1,경기도 광명시 광명2동 81-5,37.4818352,126.8605785,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명1동 79-3대 인근",1,경기도 광명시 명일로97번길 22,경기도 광명시 광명1동 79-3,37.4830759,126.8621195,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 84-13대 인근",1,경기도 광명시 광이로 48,경기도 광명시 광명2동 84-13,37.4827097,126.8594496,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"목감윗길라이프연립주변",1,경기도 광명시 광복로3번길 78-1,경기도 광명시 광명동 4-19,37.4918292,126.8668289,,,02-2680-5004,광명1동주민센터,2020-12-14
"목감천옆동성빌라주변",1,,경기도 광명시 광명동 2-4,37.4920357,126.8661908,,,02-2680-5004,광명1동주민센터,2020-12-14
"목감천옆동성빌라주변",1,,경기도 광명시 광명동 12-65,37.4914871,126.8654827,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-38 인근",2,,경기도 광명시 광명동 12-65,37.4882735,126.8603121,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-110 인근",1,,경기도 광명시 광명동 11-64,37.4879044,126.8605502,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 39-10 인근",1,,경기도 광명시 광명동 158-962,37.4847844,126.8599522,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 39-14 인근",1,,경기도 광명시 광명동 158-962,37.4846921,126.8596064,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 11-76 인근",1,,경기도 광명시 광명동 11-64,37.4861082,126.8609504,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-29 인근",2,,경기도 광명시 광명동 12-65,37.4888462,126.8608164,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-35 인근",3,,경기도 광명시 광명동 12-65,37.4885306,126.8605366,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 11-13 인근",1,,경기도 광명시 광명동 11-64,37.486776,126.859546,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 11-70 인근",1,경기도 광명시 광복로4번안길 6,경기도 광명시 광명동 11-70,37.486822,126.860291,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명2동 123-9대 인근",1,경기도 광명시 사성로34번길 66-1,경기도 광명시 광명2동 123-9,37.4805559,126.859933,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 94-3대 인근",1,경기도 광명시 오리로984번길 45-1,경기도 광명시 광명2동 94-3,37.4834612,126.8557939,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 61-3공 인근",1,경기도 광명시 광이로65번길 4,경기도 광명시 광명2동 61-3,37.4841745,126.8584869,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명1동 7-100 인근",1,,경기도 광명시 광명동 11-64,37.4877842,126.8610559,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-154 인근",1,,경기도 광명시 광명동 11-64,37.4875596,126.8608471,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 10-51 인근",1,,경기도 광명시 광명동 11-64,37.4876382,126.8610347,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 11-126 인근",1,,경기도 광명시 광명동 11-64,37.4868138,126.8610237,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 64-1 인근",1,,경기도 광명시 광명동 158-962,37.4837864,126.8595109,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 65-8 인근",1,경기도 광명시 광이로 64-1,경기도 광명시 광명동 65-9,37.4840727,126.8593317,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 71-6 옥상",1,경기도 광명시 사성로34번길 16-8,경기도 광명시 광명동 71-6,37.4847946,126.8609664,,,02-2680-5004,광명1동주민센터,2020-12-14
"광복할인마트뒤",1,,경기도 광명시 광명동 11-64,37.4900024,126.8648217,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명1동 7-34 인근",2,,경기도 광명시 광명동 12-65,37.4885306,126.8605366,,,02-2680-5004,광명1동주민센터,2020-12-14
"철산교 하부",1,,경기도 광명시 광명동 12-64,37.4876998,126.8597546,,,02-2680-5004,광명1동주민센터,2020-12-14
"광명2동 122-8",1,경기도 광명시 광명로928번길 35-9,경기도 광명시 광명2동 122-8,37.4806335,126.8592567,1990,건축물,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 84-5대 인근",1,경기도 광명시 명일로 63-7,경기도 광명시 광명2동 84-5,37.482071,126.8594971,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명시청건너편",1,경기도 광명시 시청로29번길,경기도 광명시 철산동 218-3,37.4792598,126.8634176,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"도덕초교입구도로옹벽",1,경기도 광명시 가마산로,경기도 광명시 철산동 478-0,37.4847809,126.8703612,1990,건축물,02-2680-6609,철산2동주민센터,2020-12-14
"북초등학교주변",1,경기도 광명시 시청로138번안길,경기도 광명시 철산동 84-0,37.4872462,126.8688022,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"북초등학교주변",1,경기도 광명시 시청로138번안길,경기도 광명시 철산동 82-1,37.4872727,126.8691549,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"신촌북로 5",1,경기도 광명시 신촌북로 5,경기도 광명시 소하동27-9,37.4504656,126.8904715,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"뚝방길 241",1,경기도 광명시 뚝방길 241,경기도 광명시 소하동33-49,37.451759,126.892921,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"신촌북로 23-1",1,경기도 광명시 신촌북로 23-1,경기도 광명시 소하동30-11,37.4509954,126.892453,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"금하로 534-2",1,경기도 광명시 금하로 534-2,경기도 광명시 소하동35-11,37.4510266,126.8911352,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"천안슈퍼 앞 삼거리",1,경기도 광명시 가림로201번안길 3,경기도 광명시 철산동 467-223,37.4755457,126.8616732,2012,,02-2680-5237,철산4동주민센터,2020-12-14
3-15번전주에 추가 설치,1,경기도 광명시 가림로 216,경기도 광명시 철산동 467-182,37.4759424,126.8627238,2013,,02-2680-5237,철산4동주민센터,2020-12-14
"철산4동 467-29대 인근",1,,경기도 광명시 철산동 467-3,37.4763983,126.862645,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"대부연립 앞 전주",1,,경기도 광명시 철산동 467-3,37.4747269,126.8626322,2011,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"철산4동 467-31대 인근",1,,경기도 광명시 철산동 467-3,37.4761421,126.8623945,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"힐타운상가 옆",1,,경기도 광명시 철산동 509-268,37.4711547,126.8653033,1980,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"신촌공업사옆",1,경기도 광명시 신촌본길,경기도 광명시 소하동33-24,37.4512684,126.8934698,1990,한전주,02-2680-5336,소하1동주민센터,2020-12-14
"인정약국건너편",1,경기도 광명시 은빛길,경기도 광명시 소하동34-107,37.4518563,126.8909588,1990,한전주,02-2680-5336,소하1동주민센터,2020-12-14
"새서울한의원옆길",1,경기도 광명시 은빛2길,경기도 광명시 소하동34-21,37.4519639,126.891413,1990,한전주,02-2680-5336,소하1동주민센터,2020-12-14
"광명3동 27-80대 맞은편",1,경기도 광명시 오름1길 26,경기도 광명시 광명동 27-70,37.4798238,126.8618055,1980,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"글라라의집옆",1,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.4598384,126.870428,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"청음피아노주변",1,,경기도 광명시 하안동 719-4,37.4600799,126.8721885,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"건물옆",1,,경기도 광명시 하안동 719-5,37.4601249,126.8729412,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"청음피아노주변",1,,경기도 광명시 하안동 719-1,37.4599466,126.8713478,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"시온선교회주변",1,경기도 광명시 안재로14번길 10,경기도 광명시 하안동 602-6,37.4598135,126.8724614,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"가리대마을주변",1,경기도 광명시 오리로 533-7,경기도 광명시 소하동158-1,37.4492218,126.8807497,1990,한전주,02-2680-5336,소하1동주민센터,2020-12-14
"가리대마을주변",1,경기도 광명시 가리대3길 8-5,경기도 광명시 소하동175-8,37.4492877,126.8782497,1990,한전주,02-2680-5336,소하1동주민센터,2020-12-14
"가리대",1,경기도 광명시 가리대3길,경기도 광명시 소하동203-4,37.4481142,126.8805051,1990,한전주,02-2680-5336,소하1동주민센터,2020-12-14
"광명3동 143-5대 맞은편",1,경기도 광명시 개웅길,경기도 광명시 광명동 142-4,37.4812895,126.8548676,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광명3동 146-23대 인근",1,경기도 광명시 초롱길3,경기도 광명시 광명동 146-24,37.4820367,126.8535987,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"광천교회주변",1,경기도 광명시 연서일로17번길,경기도 광명시 철산동 505-0,37.4828839,126.8635727,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"성일하이츠빌라주변",1,경기도 광명시 사성로46번길,경기도 광명시 철산동 74-9,37.4857177,126.8629491,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"시립안현어린이집주변",1,,경기도 광명시 하안동 719-2,37.4591713,126.8709683,1990,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"성일하이츠빌라주변",1,경기도 광명시 사성로46번길,경기도 광명시 철산동 74-95,37.4857865,126.8632271,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"광명2동 100-14대 인근",1,경기도 광명시 광명로927번길 6-14,경기도 광명시 광명2동 100-14,37.4825439,126.8550201,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 87-12대 인근",1,경기도 광명시 광이로65번길 21,경기도 광명시 광명2동 87-12,37.482591,126.858153,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 112-15 인근",1,경기도 광명시 명일로42번길 3,경기도 광명시 광명2동 112-15,37.4818541,126.858238,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 109-7대 인근",1,경기도 광명시 광명로928번길 17-1,경기도 광명시 광명2동 109-7,37.481163,126.8574671,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 55-1대 인근",1,경기도 광명시 오리로984번길 55,경기도 광명시 광명2동 55-1,37.4844338,126.8561618,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 52-7대 인근",1,경기도 광명시 목감로254번길 7,경기도 광명시 광명2동 52-7,37.4844695,126.8558632,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"덕수빌라 D동 주변",1,경기도 광명시 오리로 865,경기도 광명시 철산동 486-17,37.4751263,126.8655143,,,02-2680-5203,철산3동주민센터,2020-12-14
"베스트빌 주변",1,,경기도 광명시 철산동 519-52,37.4740192,126.8664546,,,02-2680-5203,철산3동주민센터,2020-12-14
"베스트빌 주변",1,경기도 광명시 오리로841번길 9,경기도 광명시 철산동 497,37.4733791,126.8661844,,,02-2680-5203,철산3동주민센터,2020-12-14
"하안동 570-4",1,,경기도 광명시 하안동 570-4,37.4585886,126.8679593,2011,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"하안동 612-3",1,,경기도 광명시 하안동 612-3,37.4615536,126.8742986,2011,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"범안로 868",1,,경기도 광명시 하안동 369-4,37.4511989,126.8650599,2011,한전주,02-2680-6612,하안1동주민센터,2020-12-14
"철산동 169번지 일대",1,경기도 광명시 연서일로9번길 11,경기도 광명시 철산동 169-0,37.4817249,126.8641118,2011,,02-2680-6609,철산2동주민센터,2020-12-14
"철산동 77-90",1,경기도 광명시 연서일로39번길 10-6,경기도 광명시 철산동 77-90,37.4851171,126.8632792,2011,,02-2680-6609,철산2동주민센터,2020-12-14
"현충공원뒷길",1,경기도 광명시 현충공원길,경기도 광명시 철산동 477-0,37.4841821,126.8642736,1990,한전주,02-2680-6609,철산2동주민센터,2020-12-14
"광명2동 116-10대 인근",1,경기도 광명시 광이로 26,경기도 광명시 광명2동 116-10,37.4808435,126.8585836,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 44-18 중국성부근",1,경기도 광명시 사성로 10,경기도 광명시 광명2동 44-18,37.4853735,126.8583478,1990,건축물,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 81-1대 도로 삼거리 (석축밑))",1,경기도 광명시 사성로34번길 44,경기도 광명시 광명2동 81-1,37.4823536,126.8608093,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 47-9번지 인근",1,경기도 광명시 광일로 5,경기도 광명시 광명2동 47-9,37.4844487,126.8573049,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명동 108-4 (광명불교용품 부착)",1,경기도 광명시 명일로 32,경기도 광명시 광명동 108-4,37.4821441,126.858191,2011,건축물,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 104-13대 인근",1,경기도 광명시 오리로976번길 34,경기도 광명시 광명2동 104-13,37.4822563,126.8563231,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"광명2동 100-6대 인근",1,경기도 광명시 오리로984번길 29,경기도 광명시 광명2동 100-6,37.4820467,126.8551488,1990,한전주,02-2680-6602,광명2동주민센터,2020-12-14
"금하로527번길 9-1",1,경기도 광명시 금하로527번길 9-1,경기도 광명시 소하동36-14,37.4518254,126.8897078,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"가리대2길 2",1,경기도 광명시 가리대2길 2,경기도 광명시 소하동171,37.4490927,126.8796028,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"철산4동 472-190도 인근",1,,경기도 광명시 철산동 472-75,37.4744631,126.8628226,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"철산4동 467-83대 인근",1,경기도 광명시 가림로201번길 5,경기도 광명시 철산동 467-83,37.4751754,126.8617519,1990,건축물,02-2680-5237,철산4동주민센터,2020-12-14
465-1현대빌라 옆,1,,경기도 광명시 철산동 467-3,37.477035,126.8616275,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"철산4동 472-87근처",1,,경기도 광명시 철산동 472-75,37.4742144,126.8628525,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"철산4동 467-282 인근",1,경기도 광명시 가림로201번길 12-1,경기도 광명시 철산동 467-282,37.4755765,126.8618879,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"계단 앞",1,,경기도 광명시 철산동 467-297,37.4758727,126.8623972,1990,한전주,02-2680-5237,철산4동주민센터,2020-12-14
"삼성주차장 앞",1,,경기도 광명시 철산동 467-304,37.4754308,126.863931,,,02-2680-5203,철산3동주민센터,2020-12-14
"광명3동 158-988대 앞",1,경기도 광명시 샛별3길7,경기도 광명시 광명동 158-10,37.4796025,126.8567827,1990,한전주,02-2680-6603,광명3동주민센터,2020-12-14
"금하로 411",1,경기도 광명시 금하로 411,경기도 광명시 소하동185,37.4488916,126.8777452,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"오리로 509",1,경기도 광명시 오리로 509,경기도 광명시 소하동206-2,37.4477616,126.8810944,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"오리로 490",1,경기도 광명시 오리로 490,경기도 광명시 소하동233-5,37.4457954,126.8809563,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"오리로 495",1,경기도 광명시 오리로 495,경기도 광명시 소하동210,37.4462365,126.8805148,2013,,02-2680-5336,소하1동주민센터,2020-12-14
"금하로 410-38",1,경기도 광명시 금하로 410-38,경기도 광명시 소하동193-3,37.4476726,126.8777777,2013,,02-2680-5336,소하1동주민센터,2020-12-14
