"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
2001-01-18,1,서울특별시 중구 남대문로5길 39,서울특별시 중구 소공동 117,37.5631341649,126.9786086037,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-20,1,서울특별시 중구 남대문로7길 11-10,서울특별시 중구 소공동 24,37.5636924609,126.9809375820,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-21,1,서울특별시 중구 남대문로7길 13,서울특별시 중구 소공동 25,37.5637970037,126.9811071080,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-23,1,서울특별시 중구 세종대로16길 1,서울특별시 중구 태평로2가 58-9,37.5635395136,126.9771159093,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-24,1,서울특별시 중구 남대문로1길 49,서울특별시 중구 태평로2가 68-3,37.5633023166,126.9772988892,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-25,1,서울특별시 중구 남대문로5길 47,서울특별시 중구 북창동 10-4,37.5634061843,126.9786560638,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-26,1,서울특별시 중구 남대문로5길 39,서울특별시 중구 소공동 117,37.5631341649,126.9786086037,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-27,1,서울특별시 중구 남대문로5길 33,서울특별시 중구 소공동 112-35,37.5628509327,126.9788367515,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-28,1,서울특별시 중구 세종대로 80-1,서울특별시 중구 태평로2가 68-8,37.5632409173,126.9770847615,2016,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-29,1,서울특별시 중구 세종대로16길 23,서울특별시 중구 북창동 11-6,37.5633730491,126.9782795056,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-30,1,서울특별시 중구 세종대로14길 27-4,서울특별시 중구 북창동 12-3,37.5629785053,126.9782937682,2018,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-01-31,1,서울특별시 중구 세종대로14길 29,서울특별시 중구 북창동 12-4,37.5628872392,126.9783197140,2019,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-07,1,서울특별시 중구 세종대로 66,서울특별시 중구 태평로2가 70-2,37.5621446807,126.9766544341,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-08,1,서울특별시 중구 세종대로 66-9,서울특별시 중구 북창동 20-6,37.5622680999,126.9770255249,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-09,1,서울특별시 중구 세종대로 72,서울특별시 중구 태평로2가 69-7,37.5624960079,126.9767998792,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-10,1,서울특별시 중구 남대문로1길 33,서울특별시 중구 북창동 19-4,37.5625981617,126.9771633950,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-11,1,서울특별시 중구 세종대로14길 26-4,서울특별시 중구 북창동 86-9,37.5625625030,126.9782272235,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-13,1,서울특별시 중구 세종대로14길 26,서울특별시 중구 북창동 82,37.5627128537,126.9780888684,2007,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-14,1,서울특별시 중구 세종대로14길 22-4,서울특별시 중구 북창동 66,37.5626683737,126.9777630239,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-15,1,서울특별시 중구 세종대로14길 22-10,서울특별시 중구 북창동 74,37.5624654890,126.9778680058,2019,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-17,1,서울특별시 중구 남대문로1길 30-5,서울특별시 중구 북창동 72,37.5625380843,126.9777348798,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-19,1,서울특별시 중구 남대문로1길 26-10,서울특별시 중구 북창동 104,37.5620867340,126.9779964678,2020,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-20,1,서울특별시 중구 남대문로1길 26-19,서울특별시 중구 북창동 94-38,37.5623464692,126.9783643519,2009,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-21,1,서울특별시 중구 남대문로1길 26-30,서울특별시 중구 북창동 94-27,37.5623985828,126.9785615031,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-22,1,서울특별시 중구 남대문로1길 26-38,서울특별시 중구 북창동 94-35,37.5622584591,126.9784585462,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-23,1,서울특별시 중구 남대문로1길 26-34,서울특별시 중구 북창동 94-31,37.5622970369,126.9785418383,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-24,1,서울특별시 중구 남대문로 25-22,서울특별시 중구 북창동 94-40,37.5621710423,126.9783486701,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-25,1,서울특별시 중구 남대문로 25-22,서울특별시 중구 북창동 94-40,37.5621710423,126.9783486701,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-26,1,서울특별시 중구 남대문로 25-14,서울특별시 중구 북창동 108-15,37.5618525448,126.9783745680,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-27,2,서울특별시 중구 남대문로 25-15,서울특별시 중구 북창동 94-20,37.5619560328,126.9781761280,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-02-28,1,서울특별시 중구 세종대로12길 25,서울특별시 중구 북창동 103-2,37.5619908416,126.9778554696,2020,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-31,1,서울특별시 중구 남대문로 25-7,서울특별시 중구 북창동 109-8,37.5615835878,126.9783231477,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-32,1,서울특별시 중구 남대문로 25-7,서울특별시 중구 북창동 109-8,37.5615835878,126.9783231477,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-33,1,서울특별시 중구 남대문로 25-8,서울특별시 중구 북창동 129-10,37.5615815454,126.9784862444,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-34,1,서울특별시 중구 남대문로 25,서울특별시 중구 남대문로3가 92-1,37.5613374482,126.9783921470,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-35,1,서울특별시 중구 남대문로5길 3,서울특별시 중구 북창동 93-85,37.5615765711,126.9788812532,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-37,1,서울특별시 중구 남대문로5길 17-5,서울특별시 중구 북창동 93-43,37.5623448161,126.9786872657,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-38,1,서울특별시 중구 남대문로5길 29,서울특별시 중구 북창동 93-74,37.5626666929,126.9789150140,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-39,1,서울특별시 중구 세종대로14길 38,서울특별시 중구 북창동 93-45,37.5626320633,126.9787399277,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-49,1,서울특별시 중구 남대문로5길 27,서울특별시 중구 북창동 93-62,37.5625835331,126.9789272613,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-50,1,서울특별시 중구 세종대로 64,서울특별시 중구 태평로2가 70-5,37.5619733194,126.9766962522,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-51,1,서울특별시 중구 남대문로 25-17,서울특별시 중구 북창동 94-20,37.5620306338,126.9781680702,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-52,1,서울특별시 중구 세종대로 74-1,서울특별시 중구 태평로2가 69-24,37.5627910167,126.9769150095,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-53,1,서울특별시 중구 남대문로1길 26-3,서울특별시 중구 북창동 71-4,37.5623569631,126.9776246927,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-55,1,서울특별시 중구 남대문로 25-9,서울특별시 중구 북창동 109-2,37.5617048526,126.9782718407,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-56,1,서울특별시 중구 남대문로1길 26-7,서울특별시 중구 북창동 94-10,37.5623417742,126.9778258248,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-58,1,서울특별시 중구 남대문로1길 31-5,서울특별시 중구 북창동 20-5,37.5624228943,126.9770418890,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-59,1,서울특별시 중구 남대문로1길 31-5,서울특별시 중구 북창동 20-5,37.5624228943,126.9770418890,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-60,1,서울특별시 중구 남대문로1길 16,서울특별시 중구 북창동 119,37.5617855503,126.9776205626,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-62,1,서울특별시 중구 남대문로1길 26-34,서울특별시 중구 북창동 94-31,37.5622970369,126.9785418383,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-63,1,서울특별시 중구 남대문로 25-6,서울특별시 중구 북창동 129-10,37.5614490967,126.9784746247,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-64,1,서울특별시 중구 남대문로1길 24,서울특별시 중구 북창동 99-1,37.5620412559,126.9776352000,2017,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-65,1,서울특별시 중구 남대문로1길 24,서울특별시 중구 북창동 99-1,37.5620412559,126.9776352000,2017,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-2-66,1,서울특별시 중구 세종대로14길 18,서울특별시 중구 북창동 63,37.5627820745,126.9777369577,2020,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-01,1,서울특별시 중구 서소문로 136,서울특별시 중구 태평로2가 333-3,37.5635491216,126.9760429068,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-02,1,서울특별시 중구 서소문로 136,서울특별시 중구 태평로2가 333-3,37.5635491216,126.9760429068,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-03,2,서울특별시 중구 서소문로 134-5,서울특별시 중구 태평로2가 331,37.5634744459,126.9761261220,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-04,1,서울특별시 중구 서소문로 134-7,서울특별시 중구 태평로2가 318-1,37.5632576434,126.9760141379,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-05,1,서울특별시 중구 서소문로 134-12,서울특별시 중구 서소문동 106,37.5632492032,126.9757157845,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-06,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.5626796075,126.9749219816,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-07,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.5626796075,126.9749219816,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-08,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.5626796075,126.9749219816,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-09,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.5626796075,126.9749219816,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-10,1,서울특별시 중구 세종대로11길 26,서울특별시 중구 서소문동 120-35,37.5623140006,126.9745827793,2006,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-11,1,서울특별시 중구 서소문로 116,서울특별시 중구 서소문동 75-95,37.5627316675,126.9740074344,2006,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-13,1,서울특별시 중구 세종대로9길 68-9,서울특별시 중구 서소문동 64-4,37.5624975268,126.9737285171,2018,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-14,1,서울특별시 중구 세종대로9길 68-1,서울특별시 중구 서소문동 59,37.5624784602,126.9734797454,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-15,1,서울특별시 중구 서소문로 110,서울특별시 중구 서소문동 60-1,37.5626692201,126.9735644528,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-16,1,서울특별시 중구 서소문로 106,서울특별시 중구 서소문동 58-7,37.5625290834,126.9730255198,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-19,1,서울특별시 중구 서소문로 100,서울특별시 중구 서소문동 58-9,37.5622732794,126.9725864593,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-20,1,서울특별시 중구 서소문로 100,서울특별시 중구 서소문동 58-9,37.5622732794,126.9725864593,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-21,1,서울특별시 중구 서소문로 100,서울특별시 중구 서소문동 58-9,37.5622732794,126.9725864593,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-22,1,서울특별시 중구 세종대로9길 60,서울특별시 중구 서소문동 120-20,37.5621866659,126.9732508785,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-23,1,서울특별시 중구 세종대로9길 60,서울특별시 중구 서소문동 120-20,37.5621866659,126.9732508785,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-24,1,서울특별시 중구 세종대로9길 60,서울특별시 중구 서소문동 120-20,37.5621866659,126.9732508785,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-26,1,서울특별시 중구 세종대로11길 39,서울특별시 중구 서소문동 120-16,37.5619792796,126.9737557499,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-28,1,서울특별시 중구 세종대로11길 35,서울특별시 중구 서소문동 120-15,37.5619814004,126.9739748719,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-29,1,서울특별시 중구 세종대로11길 27,서울특별시 중구 서소문동 120-11,37.5620492313,126.9743215289,2017,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-30,1,서울특별시 중구 세종대로11길 27,서울특별시 중구 서소문동 120-11,37.5620492313,126.9743215289,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-03-31,1,서울특별시 중구 세종대로11길 26,서울특별시 중구 서소문동 120-35,37.5623140006,126.9745827793,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-32,1,서울특별시 중구 세종대로11길 35,서울특별시 중구 서소문동 120-15,37.5619814004,126.9739748719,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-33,1,서울특별시 중구 세종대로9길 42,서울특별시 중구 서소문동 120-23,37.5616563798,126.9738338461,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-34,1,서울특별시 중구 세종대로9길 42,서울특별시 중구 서소문동 120-23,37.5616563798,126.9738338461,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-35,1,서울특별시 중구 서소문로11길 14,서울특별시 중구 서소문동 52-1,37.5635243309,126.9730554947,2020,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-36,1,서울특별시 중구 서소문로11길 8,서울특별시 중구 서소문동 53-1,37.5632737727,126.9730945206,2006,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-37,1,서울특별시 중구 서소문로 109,서울특별시 중구 서소문동 54-1,37.5630615400,126.9732797674,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-38,1,서울특별시 중구 서소문로 133,서울특별시 중구 서소문동 23,37.5638769824,126.9755459148,2018,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-39,1,서울특별시 중구 서소문로 141,서울특별시 중구 태평로2가 370-2,37.5643272581,126.9762211532,2017,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-40,1,서울특별시 중구 세종대로 89,서울특별시 중구 태평로2가 362-1,37.5644701191,126.9764866445,2018,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-42,1,서울특별시 중구 서소문로 109-7,서울특별시 중구 서소문동 52-2,37.5633595581,126.9731406694,2010,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-43,1,서울특별시 중구 서소문로 109-3,서울특별시 중구 서소문동 53-4,37.5631477605,126.9732583447,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-44,1,서울특별시 중구 세종대로9길 42,서울특별시 중구 서소문동 120-23,37.5616563798,126.9738338461,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-45,1,서울특별시 중구 세종대로11길 33-3,서울특별시 중구 서소문동 120-29,37.5619576608,126.9741873250,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-46,1,서울특별시 중구 서소문로 103,서울특별시 중구 서소문동 55-4,37.5630149087,126.9726686993,2016,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
1-3-47,1,서울특별시 중구 서소문로 103,서울특별시 중구 서소문동 55-4,37.5630149087,126.9726686993,2016,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-01,1,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.5664327974,126.9692101761,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-02,1,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.5664327974,126.9692101761,2014,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-03,1,서울특별시 중구 정동길 12-15,서울특별시 중구 정동 28-2,37.5674327209,126.9692035390,2011,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-08,5,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.5664327974,126.9692101761,2020,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-09,1,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.5664327974,126.9692101761,2007,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-10,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.5655773233,126.9696416638,2017,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-11,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.5655773233,126.9696416638,2018,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-12,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.5655773233,126.9696416638,2006,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-13,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.5655773233,126.9696416638,2006,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-15,1,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.5637878280,126.9720891311,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-16,1,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.5637878280,126.9720891311,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-17,1,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.5637878280,126.9720891311,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-18,1,서울특별시 중구 서소문로11길 43,서울특별시 중구 정동 34-16,37.5649978170,126.9718824515,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-19,1,서울특별시 중구 서소문로11길 43,서울특별시 중구 정동 34-16,37.5649978170,126.9718824515,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-20,1,서울특별시 중구 정동길 41-5,서울특별시 중구 정동 11-6,37.5660426843,126.9725728536,2018,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-21,1,서울특별시 중구 덕수궁길 116,서울특별시 중구 정동 1-66,37.5675578135,126.9734242918,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-22,1,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.5690888764,126.9746579020,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-23,1,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.5690888764,126.9746579020,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-24,1,서울특별시 중구 정동길 41-5,서울특별시 중구 정동 11-6,37.5660426843,126.9725728536,2012,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-05-25,1,서울특별시 중구 서소문로 89-10,서울특별시 중구 정동 34-18,37.5630763476,126.9714873661,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-06-03,1,서울특별시 중구 서소문로 81,서울특별시 중구 순화동 6-20,37.5623596495,126.9702086622,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-06-04,1,서울특별시 중구 서소문로 89,서울특별시 중구 순화동 5-2,37.5625944236,126.9708274597,2018,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-06-05,1,서울특별시 중구 서소문로 89,서울특별시 중구 순화동 5-2,37.5625944236,126.9708274597,2006,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2001-06-06,1,서울특별시 중구 서소문로 89,서울특별시 중구 순화동 5-2,37.5625944236,126.9708274597,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-01,1,서울특별시 중구 남대문시장길 14,서울특별시 중구 남창동 34-73,37.5600130401,126.9767947637,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-02,1,서울특별시 중구 남대문시장길 20-1,서울특별시 중구 남창동 34-29,37.5600880574,126.9770730510,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-03,1,서울특별시 중구 남대문시장2길 13,서울특별시 중구 남창동 34-114,37.5595258399,126.9766366898,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-04,1,서울특별시 중구 남대문시장2가길 7,서울특별시 중구 남창동 34-151,37.5595258122,126.9769542716,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-05,1,서울특별시 중구 남대문시장4길 14-1,서울특별시 중구 남창동 34-128,37.5595273001,126.9771930799,2020,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-06,1,서울특별시 중구 남대문시장2가길 8,서울특별시 중구 남창동 50-31,37.5594057155,126.9769861119,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-07,1,서울특별시 중구 소월로 3,서울특별시 중구 남창동 51-1,37.5593723134,126.9762025820,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-08,1,서울특별시 중구 남대문시장4길 28-12,서울특별시 중구 남창동 50-59,37.5591733683,126.9766288773,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-09,1,서울특별시 중구 남대문시장4길 28-12,서울특별시 중구 남창동 50-59,37.5591733683,126.9766288773,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-10,1,서울특별시 중구 남대문시장2가길 6-17,서울특별시 중구 남창동 50-26,37.5590976606,126.9769654950,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-12,1,서울특별시 중구 남대문시장4길 28-4,서울특별시 중구 남창동 50-43,37.5590024457,126.9770706673,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-13,2,서울특별시 중구 남대문시장4길 29,서울특별시 중구 남창동 64-17,37.5588247394,126.9773839998,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-14,1,서울특별시 중구 퇴계로 37,서울특별시 중구 남창동 61-4,37.5584466553,126.9763337100,2015,전용주,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-15,1,서울특별시 중구 남대문시장4길 28-9,서울특별시 중구 남창동 52-2,37.5587437092,126.9767630147,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-18,1,서울특별시 중구 남대문시장4길 28-9,서울특별시 중구 남창동 52-2,37.5587437092,126.9767630147,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-23,1,서울특별시 중구 남대문시장길 31-18,서울특별시 중구 남대문로3가 30-5,37.5607083893,126.9779965336,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-24,1,서울특별시 중구 남대문시장길 37,서울특별시 중구 남대문로3가 30-10,37.5605090925,126.9780165121,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-25,1,서울특별시 중구 남대문시장길 37,서울특별시 중구 남대문로3가 30-10,37.5605090925,126.9780165121,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-27,1,서울특별시 중구 남대문시장길 45-10,서울특별시 중구 남창동 3-1,37.5608454134,126.9783895727,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-28,1,서울특별시 중구 남대문시장길 45-4,서울특별시 중구 남창동 4-3,37.5607310324,126.9786401893,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2002-01-29,1,서울특별시 중구 남대문시장길 45-4,서울특별시 중구 남창동 4-3,37.5607310324,126.9786401893,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2-1-32,1,서울특별시 중구 남대문시장길 37,서울특별시 중구 남대문로3가 30-10,37.5605090925,126.9780165121,2015,한전주,02-3396-6152,중구청 도로시설과,2021-10-18
2-1-33,1,서울특별시 중구 남대문시장4길 3,서울특별시 중구 남창동 64-1,37.5600792616,126.9777210112,2019,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2-1-34,1,서울특별시 중구 남대문시장4길 3,서울특별시 중구 남창동 64-1,37.5600792616,126.9777210112,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
2-1-35,1,서울특별시 중구 남대문시장4길 3,서울특별시 중구 남창동 64-1,37.5600792616,126.9777210112,2015,건축물,02-3396-6152,중구청 도로시설과,2021-10-18
